timestamp,open,high,low,close,volume,target,log_ret,ret_lag_1,ret_lag_3,ret_lag_6,ret_lag_12,momentum_3,momentum_6,hl_range,ret_std,zscore,rsi,signal,gross_ret,trade_ret,cost,net_ret,cum_ret,drawdown
2024-01-01 19:00:00+00:00,98.86970776993216,98.55112559417611,98.47502192246525,98.50699305301364,1252,-0.005325205113375198,-0.003675359084531955,-0.005518869201099369,-0.003840007040708561,-0.0025947676338659124,0.004211763794364177,-0.010314203887287765,-0.011742741304019422,0.0007697369945500375,0.0024312601510203453,-2.9166519589073836,34.67424282698093,0.0,-0.005325205113375198,,0.0,,,
2024-01-01 20:00:00+00:00,98.50699305301364,97.98378535755344,97.91205822058546,97.98242310990452,3732,-0.0005052733932242592,-0.005339434557077301,-0.003675359084531955,-0.0011735356067467861,0.00011223823366384408,-0.0012774351285903523,-0.014428558962440108,-0.017115737296034328,0.0007281425891193104,0.0027155840310588864,-2.9475543143324394,28.754167000273142,0.0,-0.0005052733932242592,-0.0,0.0,-0.0,1.0,0.0
2024-01-01 21:00:00+00:00,97.98242310990452,97.92371468976832,97.99614117255857,97.93291519850344,1763,-0.00360233944433086,-0.0005054010868404789,-0.005339434557077301,-0.005518869201099369,0.0022833008668338485,-0.0016628063960777214,-0.00947502114205312,-0.01985289023392922,-0.0007391783188399998,0.0027296486400900095,-2.4130811308199065,18.709973355170405,0.0,-0.00360233944433086,-0.0,0.0,-0.0,1.0,0.0
2024-01-01 22:00:00+00:00,97.93291519850344,97.62433918753672,97.66784051313977,97.58012759518556,3797,0.001013793076465097,-0.003608843493627203,-0.0005054010868404789,-0.003675359084531955,-0.003840007040708561,0.0016681340409984019,-0.009409133596528285,-0.019626289761498716,-0.00044419514639048175,0.002613040565692673,-2.372063658279091,17.449855612620453,0.0,0.001013793076465097,0.0,0.0,0.0,1.0,0.0
2024-01-01 23:00:00+00:00,97.58012759518556,97.64636598816313,97.71351997048352,97.67905365294214,1800,0.0006702532598723554,0.0010132795353178191,-0.003608843493627203,-0.005339434557077301,-0.0011735356067467861,0.0012698544179708016,-0.0030961620189989825,-0.017480047825190637,-0.0006881932210519549,0.0025861965879862185,-1.8959826545650131,20.82342144623017,0.0,0.0006702532598723554,0.0,0.0,0.0,1.0,0.0
2024-01-02 00:00:00+00:00,97.67905365294214,97.84079051114894,97.85530524233802,97.74452335707429,2981,-0.00036079283388990024,0.0006700287404738084,0.0010132795353178191,-0.0005054010868404789,-0.005518869201099369,0.0005161095395498346,-0.0019236825642052757,-0.011380476773292014,-0.00014859614877773527,0.002599405612915575,-1.5874440892849495,18.31141000490662,0.0,-0.00036079283388990024,-0.0,0.0,-0.0,1.0,0.0
2024-01-02 01:00:00+00:00,97.74452335707429,97.74998965346133,97.73597933083344,97.70925783349507,2659,-0.007350279132461446,-0.0003608579352836085,0.0006700287404738084,-0.003608843493627203,-0.003675359084531955,-0.0025947676338659124,0.0013233251635540455,-0.0080982597762298,0.00014333613942441397,0.002620974524747808,-1.4431327588234661,14.746402085322828,0.0,-0.007350279132461446,-0.0,0.0,-0.0,1.0,0.0
2024-01-02 02:00:00+00:00,97.70925783349507,97.0589619064064,96.81913082609891,96.99106751459324,3049,-0.0014160786875401232,-0.007377425538364825,-0.0003608579352836085,0.0010132795353178191,-0.005339434557077301,0.00011223823366384408,-0.007043333372099947,-0.01011768808982505,0.0024545379386278297,0.003021270570976977,-1.888570592118774,10.752384179588987,0.0,-0.0014160786875401232,-0.0,0.0,-0.0,1.0,0.0
2024-01-02 03:00:00+00:00,96.99106751459324,96.88797265277528,96.88716109239728,96.85372053100406,2286,5.4497163796796144e-05,-0.0014170822745154157,-0.007377425538364825,0.0006700287404738084,-0.0005054010868404789,0.0022833008668338485,-0.00911358299652254,-0.01101973392001987,8.367372365242856e-06,0.002682325636571462,-1.753802093926629,11.112591361408008,0.0,5.4497163796796144e-05,0.0,0.0,0.0,1.0,0.0
2024-01-02 04:00:00+00:00,96.85372053100406,96.85107537337048,96.76009372224924,96.85899878407616,2351,0.0005399269580101951,5.449567888031411e-05,-0.0014170822745154157,-0.0003608579352836085,-0.003608843493627203,-0.003840007040708561,-0.008701929256978103,-0.007390119575381382,0.0009393717724257733,0.002752605714476243,-1.5422519087354132,10.967665300819888,0.0,0.0005399269580101951,0.0,0.0,0.0,1.0,0.0
